"codigo","id_pop","crm","clasificacion_sitio","categoria_planificacion","sistema_energia","pe_3g","mpls","olt","olt_3play","core","panel_solar","latitud","longitud"
PM007,5239,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-39.83295,-73.210278
PM008,5240,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-39.836525,-73.199236
LA670,5241,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-39.727675,-73.190129
PM249,5242,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-39.809722,-73.267778
LA868,5243,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-39.845173,-73.203467
LA562,5244,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-39.8539,-73.225514
LA136,5245,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.58211,-73.129048
LA191,5246,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.475281,-73.494691
ZE256,6133,Sur,D,C,OFFGRID,NO,NO,NO,NO,NO,,-37.9084444,-72.51925
ZC080,6152,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,,-27.891889,-70.679583
LA863,5247,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.605132,-73.051322
LA662,5248,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-40.5921,-72.9662
PM251,5249,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-43.114333,-73.646694
ZL076,5250,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.584278,-73.087361
ZL532,5251,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.589339,-73.587452
LA927,5252,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.410516,-72.910061
PM423,5253,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.395188,-72.904683
LA548,5254,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.486928,-73.015781
LA185,5255,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.892909,-73.849695
LA821,5256,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.068742,-73.774143
LA745,5257,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.86864,-73.82841
LA703,5258,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.47358,-72.96314
LA378,5259,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.854049,-72.659631
PM229,5260,Austral,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.449935,-73.012084
LA593,5261,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-43.027969,-73.543414
ZL502,5262,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.919227,-72.856711
LA134,5263,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.572265,-73.119139
LA394,5264,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.746619,-73.398316
ZT044,6196,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,,-18.482536,-70.2936
PM388,5265,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.592778,-73.17
PM377,5266,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.924167,-73.5125
LA665,5267,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.607402,-73.750055
TA563RP,6201,Norte,C,nan,ONGRID,NO,NO,NO,NO,NO,,-18.523,-70.166
ZL525,5268,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.031494,-73.241503
ZL185,5269,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.614556,-73.155111
LA781,5270,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.45547,-72.961611
LA376,5271,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.977196,-72.697344
PM376,5272,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.289444,-73.209945
PM223,5273,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.798645,-73.18056
LA203,5274,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.782389,-73.135028
ZL087,5275,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.481667,-72.959444
LA242,5276,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.670718,-72.656289
PM351,5277,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.745,-72.657222
ZL011,5278,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.523878,-73.714417
LA132,5279,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.386754,-72.924125
ZL085,5280,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.456528,-73.002861
ZL197,5281,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.444722,-73.316306
ESTLA032,5282,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.517672,-72.343489
PP003,6220,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,,-18.347492,-70.332047
LA600,5284,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.466111,-72.982725
LA063,5285,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.479526,-72.979476
LA672,5286,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.749378,-73.710582
LA122,5287,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.47377,-72.917961
LA441,5288,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.4891667,-73.7713891
ZZ110,6226,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,,-33.420278,-70.582
LA125,5289,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.317846,-72.98384
LA212,5290,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-42.467005,-73.78115
ZL054,5291,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.817806,-73.589417
LA585,5292,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.776957,-72.198942
PM497,5293,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.519722,-73.089444
LA238,5294,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.017639,-72.691167
LA243,5295,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.592385,-72.698788
LA193,5296,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.825694,-73.528243
ZL202,5297,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-43.119099,-73.530112
LA265,5298,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.496721,-72.809626
ZL205,5299,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.448194,-73.656722
FS703,5300,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.49875,-73.007945
PM147,5301,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.512944,-73.041333
LA747,5302,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.494444,-72.9775
PM140,5303,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.51142,-72.987202
ZL209,5304,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.220583,-73.393944
ZL062,5305,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.626111,-73.77722
LA103,5306,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.617624,-73.772223
LA780,5307,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.47755,-72.95292
ZL214,5308,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.620917,-73.546333
ZL220,5309,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.518278,-74.177194
ZL524,5310,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.200083,-73.209194
ZL514,5311,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.493182,-73.224292
ZL506,5312,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.044014,-73.58701
FS708,5313,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.3325,-72.698667
FS709,5314,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.363167,-72.709722
ZL223,5315,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.975417,-73.439806
LA410,5316,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.894822,-73.700042
LA049,5317,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-43.314833,-72.41625
ZV383,6262,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,,-33.057994,-71.608097
ZU132,6263,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,,-35.451417,-72.279559
LA241,5318,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.806548,-72.718521
ZL224,5319,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.372861,-73.654944
FS704,5320,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.452806,-72.664417
LA909,5321,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.964558,-73.130513
PM074,5322,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.046827,-73.100731
PM078,5323,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.648531,-73.29927
PM416,5324,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.4875,-72.881944
LA695,5325,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.644838,-74.093908
ZL225,5326,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.504472,-73.612667
ZL511,5327,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.444109,-73.461152
ZE019,5328,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-38.022944,-72.349972
ESTLA024,5329,Austral,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-42.4159472,-73.5471889
LA592,5330,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-42.445408,-73.605818
PM250,5331,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.895306,-73.68175
LA398,5332,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-42.69123,-73.548378
PM367,5333,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.836667,-73.755
ZL229,5334,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.633969,-73.869771
ZL231,5335,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.58975,-72.504
FS713,5336,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.825,-73.416833
LA274,5337,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-40.62962,-72.695971
ZL520,5338,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.515639,-73.581962
ZL234,5339,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-43.652222,-71.887167
LA550,5340,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.21854,-72.69039
PM135,5341,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.214167,-72.545
LA418,5342,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-40.68475,-72.580917
ZL017,5343,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.311836,-72.989019
LA104,5344,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.580287,-73.117291
LA213,5345,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-42.464459,-73.760195
PM512,5346,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.425,-72.957
LA845,5347,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.554632,-73.160751
LA861,5348,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.560111,-73.155722
LA393,5349,Austral,B1,B+,ONGRID,SI,NO,NO,NO,NO,NO,-41.25543,-73.330474
LA925,5350,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.167006,-73.421889
LA188,5351,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.14522,-73.0238
ESTLA026,5352,Austral,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-43.1833,-71.8667
PM245,5353,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-43.187883,-71.861056
ZL061,5354,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.474222,-73.773333
PM327,5355,Austral,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.4615,-72.974389
ZL508,5356,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.855892,-73.324102
ZL512,5357,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.467309,-73.325897
LA551,5358,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.705528,-72.915972
AM718,6319,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,,-33.414181,-70.60333
ZL127,5359,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.572706,-73.1268292
ZL125,5360,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.460831,-72.9500962
LA035,5361,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.962941,-72.467958
ZL130,5362,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.318982,-72.980797
LA266,5363,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.3183889,-72.9823057
PM539,5364,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.321295,-72.9776779
ZL166,5365,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.46725,-72.9316699
LA647,5366,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.3141943,-72.9843333
LA659,5367,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.68744,-72.326
ZL240,5368,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.815278,-73.327306
PM429,5369,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.645556,-73.056389
LA537,5370,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.723508,-72.662085
LA698,5371,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.678729,-73.966125
ZL248,5372,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.105444,-73.443639
PM176,5373,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.729167,-73.175556
LA455,5374,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.561822,-73.016304
ESTLA034,5375,Austral,B2,nan,OFFGRID,NO,NO,NO,NO,NO,NO,-42.601441,-73.671485
LA404,5376,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.490033,-72.957903
ZL016,5377,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.482667,-72.977222
ZL133,5378,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.4684991,-72.9317426
LA540,5379,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.606283,-72.8282
ZL256,5380,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.32575,-73.676556
ZL521,5381,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.356779,-73.366696
PM368,5383,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.508889,-72.905
PM237,5384,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.403765,-73.181862
LA194,5385,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.137397,-72.408199
LA702,5386,Austral,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-40.58458,-73.12527
PM234,5387,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.081528,-72.633222
ZL264,5388,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.258056,-73.467583
FS702,5389,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.611222,-72.662639
LA700,5390,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.46704,-72.926483
ZL267,5391,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.646222,-73.61225
ZL509,5392,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.734027,-73.309886
LA907,5393,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.272656,-72.994986
PM319,5394,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.436111,-73.772694
ZL517,5395,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.987611,-72.749972
ESTLA019,5396,Austral,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-42.523895,-73.798913
PM412,5399,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.280973,-73.834946
LA377,5400,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.727659,-73.355454
ESTLA048,5401,Austral,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-41.402955,-72.915247
PM171,5402,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.573477,-73.109762
ZL507,5403,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.82936,-73.292774
ZL274,5404,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.211611,-72.792472
LA968,5405,Austral,B2,C,ONGRID,SI,SI,NO,NO,NO,NO,-41.395963,-73.469555
ZL515,5406,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.629427,-73.159564
ZL057,5407,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.697028,-73.114972
ZL369,5408,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.448222,-72.957
LA105,5409,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.473492,-72.9351849
LA101,5410,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.4718252,-72.9435186
ZL044,5411,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.4605556,-72.9225001
ZL049,5412,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.319044,-72.9854291
ZL045,5413,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.4600001,-72.951111
ZL047,5414,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.5740917,-73.1305307
ZL124,6380,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,,-39.8162265,-73.2426877
LA571,5415,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.885695,-73.536345
LA588,5416,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.76616,-72.673139
LA260,5417,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.616972,-73.600333
PM227,5422,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.347833,-72.934861
ZL288,5423,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.345972,-73.799972
ZL531,5424,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.536399,-73.364468
PM137,5425,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.342306,-73.706472
LA409,5426,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.780121,-73.779731
LA855,5427,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.520402,-73.79972
LA554,5428,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.334911,-73.085797
PM210,5429,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.574558,-73.175897
ZL064,5430,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.618556,-73.606167
PM541,5431,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.477343,-72.9499389
LA402,5432,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.5738,-73.1315
LA031,5433,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-40.581433,-73.096036
LA697,5434,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.577472,-73.136778
LA541,5435,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.586428,-73.159211
LA051,5436,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.565,-73.179444
LA696,5437,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.5721,-73.1418
LA704,5438,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.45978,-72.94969
LA705,5439,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.44628,-72.92719
ZL294,5440,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.420028,-73.529417
ZL058,5441,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.41525,-73.546417
PM401,5442,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.575278,-73.09
AM607,6412,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,,-33.376144,-70.756767
AM694,6413,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,,-33.372434,-70.742709
PM326,5443,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.533642,-73.05165
AM390,6415,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,,-33.42078,-70.6068399
LA970,5444,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.78014,-73.40975
LA146,5445,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.344967,-72.98805
ZL529,5446,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.183728,-73.567562
ZL530,5447,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.204331,-73.549337
ZL527,5448,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.232389,-73.60685
ZL301,5449,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.546281,-73.012418
LA932,5450,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.204214,-73.059989
LA842,5451,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.488361,-72.898778
ZL518,5452,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.597425,-73.488025
PM320,5453,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.465,-72.955
LA126,5454,Austral,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.467889,-72.937944
ZL516,5455,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.685206,-72.821705
ZL307,5456,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.560667,-73.343444
LA573,5457,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.47755,-72.91405
LA589,5458,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.887954,-72.493471
LA375,5459,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.565639,-73.118953
FS712,5460,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.654083,-72.657889
ZL309,5461,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.680528,-73.748944
ZL311,5462,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.810444,-73.533722
ZL312,5463,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.788278,-73.517556
ZL519,5464,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.444427,-73.401428
ZL025,5465,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.573028,-73.135389
LA254,5466,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.46253,-72.93089
AN262,6446,Norte,D,C+,ONGRID,NO,NO,NO,NO,NO,,-23.5908,-70.3870999
ZL513,5467,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.714833,-73.495694
ZL317,5468,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.484623,-73.549193
LA405,5469,Austral,D,C+,ONGRID,NO,SI,NO,NO,NO,NO,-41.472703,-72.942839
LA054,5470,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.450056,-72.938
LA499,5471,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.462361,-72.942585
FS850,5472,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.560972,-73.704028
FS869,5473,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.561917,-73.713472
ZL319,5474,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.596222,-73.279889
ZL322,5475,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.52775,-73.446306
ZL504,5476,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.843215,-72.94036
PM228,5477,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.484648,-73.762024
SWPM,5478,Austral,A,A+,ONGRID,NO,NO,NO,NO,SI,NO,-41.4693611,-72.9634028
ESTLA046,5480,Austral,B2,nan,ONGRID,NO,SI,SI,NO,NO,NO,-41.472793,-72.942504
LA843,5481,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.467659,-72.908517
PM004,5482,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.44849,-72.912612
LA987,5483,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.470773,-72.940073
PM005,5484,Austral,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.472111,-72.996056
LA403,5485,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.32331,-72.97847
LA190,5487,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.328944,-72.968222
LA851,5488,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-42.405961,-73.712766
PM324,5489,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.570556,-73.410278
LA673,5490,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-42.61798,-73.65626
ZL052,5491,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.901917,-73.477333
LA391,5492,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.914681,-73.243381
ESTLA035,5493,Austral,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-40.911999,-73.153278
AM725,6481,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,,-33.394052,-70.618746
LA069,5494,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-40.91344,-73.15033
ZL325,5495,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.808028,-73.455667
LA980,5496,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-42.886583,-73.475167
ESTLA037,5497,Austral,B1,nan,ONGRID,SI,SI,NO,NO,NO,NO,-43.1162296,-73.6048878
ZM527,6487,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,,-33.358514,-70.729101
LA464,5498,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-43.090194,-73.6135
LA912,5499,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-43.106771,-73.6225
ESTLA038,5500,Austral,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-43.117409,-73.619878
LA578,5501,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-43.112344,-73.575012
